,Make,Model,Variant,Price,Engine_Size_in_cc,Fuel_Type,Fuel_Tank_Capacity,Mileage,Power,Comfort,Safety
449,Icml,Extreme,Vd Crdfi 7 Seater Bsiv,927689,1994.0,Diesel,50.0,11.12,120.292,30.391367028862824,13.0
450,Icml,Extreme,Sd Crdfi 9 Seater Bsiii,835275,1994.0,Diesel,50.0,11.12,120.292,31.266367028862824,13.0
451,Tata,Tigor,Revotron Xe,575000,1199.0,Petrol,35.0,23.0,84.796,19.940987374267657,21.0
452,Tata,Tigor,Revotron Xm,610000,1199.0,Petrol,35.0,23.0,84.796,37.94098737426766,23.5
453,Tata,Tigor,Revotron Xz,650000,1199.0,Petrol,35.0,23.0,84.796,44.94098737426766,27.0
454,Tata,Tigor,Revotron Xz Plus,699000,1199.0,Petrol,35.0,23.0,84.796,45.94098737426766,27.0
455,Tata,Tigor,Revotron Xma,660000,1199.0,Petrol,35.0,23.0,84.796,43.94098737426766,27.0
456,Tata,Tigor,Revotron Xza Plus,749000,1199.0,Petrol,35.0,23.0,84.796,45.94098737426766,27.0
457,Tata,Zest,Xe Petrol,582287,1193.0,Petrol,44.0,17.6,88.74,19.413337886139637,18.0
458,Tata,Zest,Xe Diesel,702946,1248.0,Diesel,44.0,23.0,73.95,19.413337886139637,18.0
459,Tata,Zest,Xm Petrol,653926,1193.0,Petrol,44.0,17.6,88.74,25.913337886139637,22.0
460,Tata,Zest,Xms Petrol,672641,1193.0,Petrol,44.0,17.6,88.74,33.91333788613964,27.0
461,Tata,Zest,Xt Petrol,732475,1193.0,Petrol,44.0,17.6,88.74,45.91333788613964,27.0
462,Tata,Zest,Xm Diesel,767317,1248.0,Diesel,44.0,23.0,73.95,33.91333788613964,22.0
463,Tata,Zest,Xms Diesel,793898,1248.0,Diesel,44.0,20.65,73.95,33.91333788613964,27.0
464,Tata,Zest,Xt Diesel,855362,1248.0,Diesel,44.0,23.0,88.74,45.91333788613964,27.0
465,Tata,Zest,Xma Diesel,836320,1248.0,Diesel,44.0,23.0,73.95,33.91333788613964,22.0
466,Tata,Zest,Xta Diesel,989000,1248.0,Diesel,44.0,23.0,88.74,45.91333788613964,27.0
467,Tata,Zest,Zest Premio Edition,788797,1248.0,Diesel,44.0,20.65,73.95,33.91333788613964,27.0
468,Honda,Amaze,S Cvt Petrol,763000,1199.0,Petrol,35.0,19.0,88.74,41.950985724677835,26.0
469,Honda,Amaze,E Mt Diesel,705000,1498.0,Diesel,35.0,27.4,98.6,37.950985724677835,27.0
470,Honda,Amaze,E Mt Petrol,593000,1199.0,Petrol,35.0,19.5,88.74,26.950985724677835,26.0
471,Honda,Amaze,S Cvt Diesel,865000,1498.0,Diesel,35.0,23.8,78.88,41.950985724677835,27.0
472,Honda,Amaze,V Cvt Petrol,823000,1199.0,Petrol,35.0,19.0,88.74,44.950985724677835,26.0
473,Honda,Amaze,V Cvt Diesel,925000,1498.0,Diesel,35.0,23.8,78.88,44.950985724677835,27.0
474,Honda,Amaze,S Mt Diesel,785000,1498.0,Diesel,35.0,27.4,98.6,41.950985724677835,27.0
475,Honda,Amaze,Vx Mt Diesel,893000,1498.0,Diesel,35.0,27.4,98.6,43.950985724677835,27.0
476,Honda,Amaze,V Mt Diesel,845000,1498.0,Diesel,35.0,27.4,98.6,44.950985724677835,27.0
477,Honda,Amaze,Vx Mt Petrol,781000,1199.0,Petrol,35.0,19.5,88.74,47.950985724677835,26.0
478,Honda,Amaze,V Mt Petrol,733000,1199.0,Petrol,35.0,19.5,88.74,43.950985724677835,26.0
479,Honda,Amaze,S Mt Petrol,673000,1198.0,Petrol,35.0,19.5,88.74,41.950985724677835,26.0
480,Honda,Amaze,Exclusive Edition Diesel,906000,1498.0,Diesel,35.0,27.4,98.6,43.950985724677835,27.0
481,Honda,Amaze,Exclusive Edition Petrol,794000,1199.0,Petrol,35.0,19.5,88.74,47.950985724677835,26.0
482,Honda,Amaze,Vx Cvt Diesel,966000,1498.0,Diesel,35.0,27.4,98.6,43.950985724677835,27.0
483,Honda,Amaze,Vx Cvt Petrol,864000,1199.0,Petrol,35.0,19.5,88.74,47.950985724677835,26.0
484,Honda,Amaze,Ace Edition Cvt Diesel,979300,1498.0,Diesel,35.0,27.4,98.6,43.950985724677835,27.0
485,Honda,Amaze,Ace Edition Cvt Petrol,877300,1199.0,Petrol,35.0,19.5,88.74,47.950985724677835,26.0
486,Honda,Amaze,Ace Edition Mt Diesel,906300,1498.0,Diesel,35.0,27.4,98.6,43.950985724677835,27.0
487,Honda,Amaze,Ace Edition Mt Petrol,794300,1199.0,Petrol,35.0,19.5,88.74,47.950985724677835,26.0
488,Maruti Suzuki,Gypsy,Hard Top,637343,1298.0,Petrol,40.0,11.9,78.88,6.346940989098411,10.0
489,Maruti Suzuki,Gypsy,Soft Top,622730,1298.0,Petrol,40.0,11.9,78.88,6.4041810000297,10.0
490,Hyundai,Venue,1.2 Kappa Mt E,655000,1197.0,Petrol,45.0,17.52,82.0,37.88530309213782,27.0
491,Hyundai,Venue,1.0 Turbo Gdi Mt S,826000,998.0,Petrol,45.0,18.27,117.0,37.88530309213782,27.0
492,Hyundai,Venue,1.4 Crdi Mt E,780000,1397.0,Diesel,49.30086207,23.7,89.0,35.38530309213782,24.5
493,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,959000,998.0,Petrol,45.0,18.27,117.0,43.88530309213782,27.0
494,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,974000,998.0,Petrol,45.0,18.27,117.0,46.88530309213782,27.0
495,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),1065000,998.0,Petrol,45.0,18.27,117.0,46.88530309213782,49.0
496,Hyundai,Venue,1.0 Turbo Gdi Dct S,940000,998.0,Petrol,45.0,18.15,118.0,36.38530309213782,29.0
497,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,1115500,998.0,Petrol,45.0,18.15,118.0,47.88530309213782,29.0
498,Hyundai,Venue,1.2 Kappa Mt S,725000,1197.0,Petrol,45.0,17.52,82.0,37.88530309213782,27.0
499,Hyundai,Venue,1.4 Crdi Mt S,850000,1397.0,Diesel,49.30086207,23.7,89.0,34.88530309213782,27.5
500,Hyundai,Venue,1.4 Crdi Mt Sx,983000,1397.0,Diesel,49.30086207,23.7,89.0,40.88530309213782,27.0
501,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,998000,1397.0,Diesel,49.30086207,23.7,89.0,43.88530309213782,29.0
502,Hyundai,Venue,1.4 Crdi Mt Sx(O),1089000,1397.0,Diesel,45.0,23.7,88.74,43.88530309213782,49.0
503,Tata,Nexon,Xe,695000,1198.0,Petrol,44.0,17.6,108.46,33.4035576306633,24.5
504,Tata,Nexon,Xm,770000,1198.0,Petrol,44.0,17.6,108.46,41.9035576306633,25.5
505,Tata,Nexon,Xz,870000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,25.5
506,Tata,Nexon,Xz Plus,950000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
507,Tata,Nexon,Xz Plus Dual Tone,970000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
508,Tata,Nexon,Xz Plus (O),1040000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
509,Tata,Nexon,Xz Plus (O) Dual Tone,1060000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
510,Tata,Nexon,Xma,830000,1198.0,Petrol,44.0,17.6,108.46,44.9035576306633,25.5
511,Tata,Nexon,Xza Plus,1010000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
512,Tata,Nexon,Xza Plus Dual Tone,1030000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
513,Tata,Nexon,Xza Plus (O),1100000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
514,Tata,Nexon,Xza Plus (O) Dual Tone,1120000,1198.0,Petrol,44.0,17.6,108.46,47.9035576306633,27.0
515,Tata,Nexon,Xe Diesel,845000,1497.0,Diesel,44.0,23.97,108.46,19.4035576306633,24.5
516,Tata,Nexon,Xm Diesel,920000,1497.0,Diesel,44.0,23.97,108.46,41.9035576306633,25.5
517,Tata,Nexon,Xz Diesel,1020000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,25.5
518,Tata,Nexon,Xz Plus Diesel,1100000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
519,Tata,Nexon,Xz Plus Diesel Dual Tone,1120000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
520,Tata,Nexon,Xz Plus (O) Diesel,1190000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
521,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,1210000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
522,Tata,Nexon,Xma Diesel,980000,1497.0,Diesel,44.0,23.97,108.46,44.9035576306633,25.5
523,Tata,Nexon,Xza Plus Diesel,1160000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
524,Tata,Nexon,Xza Plus Diesel Dual Tone,1180000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
525,Tata,Nexon,Xza Plus (O) Diesel,1250000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
526,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,1270000,1497.0,Diesel,44.0,23.97,108.46,47.9035576306633,27.0
527,Fiat,Linea,Active Fire,715860,1368.0,Petrol,45.0,15.7,112.404,31.178934801726058,21.0
528,Fiat,Linea,Active Multijet,862175,1248.0,Diesel,45.0,20.4,91.698,31.178934801726058,21.0
529,Fiat,Linea,Dynamic Multijet,932025,1248.0,Diesel,45.0,20.4,91.698,40.17893480172606,27.0
530,Fiat,Linea,Emotion Multijet,991434,1248.0,Diesel,45.0,20.4,91.698,38.17893480172606,27.0
531,Fiat,Linea,T-Jet Emotion,997763,1368.0,Petrol,45.0,15.7,112.404,43.17893480172606,25.0
532,Mahindra,Bolero Power Plus,Zlx,886398,1493.0,Diesel,60.0,16.5,69.02,34.16843618240906,18.0
533,Mahindra,Bolero Power Plus,Slx,851302,1493.0,Diesel,60.0,16.5,69.02,29.30631219561179,18.0
534,Mahindra,Bolero Power Plus,Sle,785656,1493.0,Diesel,60.0,16.5,69.02,18.30631219561179,17.0
535,Mahindra,Bolero Power Plus,Lx,749192,1493.0,Diesel,60.0,16.5,70.0,24.30631219561179,19.0
536,Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,859497,2523.0,Diesel,60.0,15.96,62.118,24.388222898172522,11.5
537,Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,819117,2523.0,Diesel,60.0,15.96,63.0054,15.716173728772976,11.0
538,Maruti Suzuki,Vitara Brezza,Ldi,762742,1248.0,Diesel,48.0,24.3,88.74,30.363055563702773,21.5
539,Maruti Suzuki,Vitara Brezza,Vdi,814742,1248.0,Diesel,48.0,24.3,88.74,37.86305556370277,23.0
540,Maruti Suzuki,Vitara Brezza,Zdi,892243,1248.0,Diesel,48.0,24.3,88.74,40.86305556370277,27.0
541,Maruti Suzuki,Vitara Brezza,Zdi+,987743,1248.0,Diesel,48.0,24.3,88.74,43.86305556370277,27.0
542,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,1003552,1248.0,Diesel,48.0,24.3,88.74,43.86305556370277,27.0
543,Maruti Suzuki,Vitara Brezza,Zdi+ Ags,1037742,1248.0,Diesel,48.0,24.3,88.74,43.86305556370277,27.0
544,Maruti Suzuki,Vitara Brezza,Vdi Ags,864742,1248.0,Diesel,48.0,24.3,88.74,37.86305556370277,18.0
545,Maruti Suzuki,Vitara Brezza,Zdi Ags,942243,1248.0,Diesel,48.0,24.3,88.74,40.86305556370277,27.0
546,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,1059742,1248.0,Diesel,48.0,24.3,88.74,43.86305556370277,27.0
547,Hyundai,I20 Active,1.2 S,774035,1197.0,Petrol,40.0,17.19,81.838,40.78853361387948,26.0
548,Hyundai,I20 Active,1.2 Sx,858536,1197.0,Petrol,40.0,17.19,81.838,46.78853361387948,45.0
549,Hyundai,I20 Active,1.2 Sx Dual Tone,882298,1197.0,Petrol,40.0,17.19,81.838,46.78853361387948,45.0
550,Hyundai,I20 Active,1.4 Sx,993393,1396.0,Diesel,40.0,21.19,88.74,46.78853361387948,45.0
551,Ford,Ecosport,1.5L Ti-Vct Ambiente,791000,1497.0,Petrol,52.0,17.0,121.278,35.886388655614574,27.0
552,Ford,Ecosport,1.5L Ti-Vct Trend,871000,1497.0,Petrol,52.0,17.0,121.278,38.886388655614574,27.0
553,Ford,Ecosport,1.5L Ti-Vct Titanium,950000,1497.0,Petrol,52.0,17.0,121.278,44.886388655614574,27.0
554,Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,1130000,1497.0,Petrol,52.0,14.8,121.278,47.886388655614574,49.0
555,Ford,Ecosport,1.5L Tdci Ambiente,841000,1498.0,Diesel,52.0,23.0,98.6,35.886388655614574,27.0
556,Ford,Ecosport,1.5L Tdci Trend,921000,1498.0,Diesel,52.0,23.0,98.6,38.886388655614574,27.0
557,Ford,Ecosport,1.5L Tdci Titanium,999900,1498.0,Diesel,52.0,23.0,98.6,44.886388655614574,27.0
558,Ford,Ecosport,1.5L Tdci Titanium Plus,1090000,1498.0,Diesel,52.0,23.0,98.6,50.886388655614574,49.0
559,Ford,Ecosport,1.5L Ti-Vct Titanium Plus,999900,1497.0,Petrol,52.0,23.0,121.278,50.886388655614574,49.0
560,Ford,Ecosport,1.5L Tdci Titanium S,1145000,1498.0,Diesel,52.0,23.0,98.6,44.886388655614574,47.0
561,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,999900,1497.0,Petrol,52.0,23.0,121.278,50.886388655614574,49.0
562,Ford,Ecosport,1.5L Tdci Thunder Edition,1090000,1498.0,Diesel,52.0,23.0,98.6,50.886388655614574,49.0
563,Renault,Duster,Rxe Petrol,799990,1498.0,Petrol,50.0,13.87,104.516,35.138647276013074,28.0
564,Renault,Duster,Rxs Petrol,919990,1498.0,Petrol,50.0,13.87,104.516,39.138647276013074,29.0
565,Renault,Duster,Rxs (Opt) Cvt,999990,1498.0,Petrol,50.0,13.87,104.516,45.138647276013074,29.0
566,Renault,Duster,85 Ps Rxe Mt Diesel,929990,1461.0,Diesel,50.0,19.6,83.81,27.138647276013074,28.0
567,Renault,Duster,85 Ps Rxs Mt Diesel,999990,1461.0,Diesel,50.0,19.6,83.81,36.138647276013074,28.0
568,Renault,Duster,110 Ps Rxs Mt Diesel,1119990,1461.0,Diesel,50.0,19.6,108.46,36.138647276013074,29.0
569,Renault,Duster,110 Ps Rxz Mt Diesel,1209990,1461.0,Diesel,50.0,19.6,108.46,48.138647276013074,29.0
570,Renault,Duster,110 Ps Rxz Amt Diesel,1249990,1461.0,Diesel,50.0,19.6,108.46,42.138647276013074,29.0
571,Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1249990,1461.0,Diesel,50.0,19.6,108.46,36.138647276013074,29.0
572,Hyundai,Verna,1.6 Vtvt Sx,999900,1591.0,Petrol,45.0,17.7,121.278,44.103190534065014,27.0
573,Hyundai,Verna,1.6 Crdi Sx,1172544,1582.0,Diesel,45.0,23.9,126.208,46.103190534065014,27.0
574,Hyundai,Verna,1.6 Crdi Sx (O),1301881,1582.0,Diesel,45.0,23.5,126.208,47.103190534065014,47.0
575,Hyundai,Verna,1.6 Vtvt Sx (O),1172999,1591.0,Petrol,45.0,17.7,121.278,47.103190534065014,47.0
576,Hyundai,Verna,1.6 Crdi Sx Plus At,1328545,1582.0,Diesel,45.0,17.1,126.208,44.103190534065014,27.0
577,Hyundai,Verna,1.6 Vtvt Sx(O) At,1287999,1591.0,Petrol,45.0,17.7,121.278,47.103190534065014,47.0
578,Hyundai,Verna,1.4 Vtvt Ex,933182,1396.0,Petrol,45.0,19.1,98.6,44.103190534065014,27.0
579,Hyundai,Verna,1.4 Vtvt E,817867,1396.0,Petrol,45.0,19.1,98.6,31.103190534065014,27.0
580,Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1178894,1591.0,Petrol,45.0,17.7,121.278,47.103190534065014,47.0
581,Hyundai,Verna,1.6 Vtvt Sx Plus At,1162875,1591.0,Petrol,45.0,17.7,121.278,47.103190534065014,47.0
582,Hyundai,Verna,1.6 Crdi Sx(O) At,1407871,1582.0,Diesel,45.0,17.1,126.208,44.103190534065014,27.0
583,Hyundai,Verna,1.4 Crdi E,942867,1396.0,Diesel,45.0,19.90211704,98.6,31.103190534065014,27.0
584,Hyundai,Verna,1.4 Crdi Ex,999900,1396.0,Diesel,45.0,19.90211704,98.6,44.103190534065014,27.0
585,Mahindra,Xuv300,1.2 W4,830127,1197.0,Petrol,42.0,17.0,109.0,19.279026181965182,27.5
586,Mahindra,Xuv300,1.2 W6,915128,1197.0,Petrol,42.0,17.0,109.0,30.279026181965182,29.0
587,Mahindra,Xuv300,1.2 W8,1060129,1197.0,Petrol,42.0,17.0,109.0,51.77902618196518,29.0
588,Mahindra,Xuv300,1.2 W8(O),1184129,1197.0,Petrol,42.0,17.0,109.0,56.77902618196518,28.0
589,Mahindra,Xuv300,1.5 W4,869131,1497.0,Diesel,42.0,20.0,115.0,26.779026181965182,27.0
590,Mahindra,Xuv300,1.5 W6,950131,1497.0,Diesel,42.0,20.0,115.0,45.77902618196518,27.0
591,Mahindra,Xuv300,1.5 W8,1095129,1497.0,Diesel,42.0,20.0,115.0,49.77902618196518,29.0
592,Mahindra,Xuv300,1.5 W8 (O),1214130,1497.0,Diesel,42.0,20.0,115.0,59.27902618196518,29.0
593,Mahindra,Xuv300,1.5 W8 Amt,1149800,1497.0,Diesel,42.0,20.0,115.0,49.77902618196518,29.0
594,Mahindra,Xuv300,1.5 W8 (O) Amt,1269131,1497.0,Diesel,42.0,20.0,115.0,59.27902618196518,29.0
595,Mahindra,Xuv300,1.5 W6 Amt,999000,1497.0,Diesel,42.0,20.0,115.0,45.77902618196518,27.0
596,Renault,Lodgy,85 Ps Std,863299,1461.0,Diesel,50.0,21.04,83.81,18.318825250243208,21.5
597,Renault,Lodgy,85 Ps Rxe 8 Seater,964199,1461.0,Diesel,50.0,21.04,83.81,21.318825250243208,24.0
598,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1211599,1461.0,Diesel,50.0,19.98,108.46,46.539970906120544,29.0
599,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1211599,1461.0,Diesel,50.0,19.98,108.46,46.13132525024321,29.0
600,Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1053899,1461.0,Diesel,50.0,21.04,83.81,44.31882525024321,29.0
601,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1130099,1461.0,Diesel,50.0,21.04,83.81,44.31882525024321,29.0
602,Renault,Lodgy,85 Ps Rxe 7 Seater,964199,1461.0,Diesel,50.0,21.04,83.81,21.131325250243208,24.0
603,Volkswagen,Vento,Trendline 1.6 (P),876500,1598.0,Petrol,55.0,16.09,103.53,27.122675749781806,22.0
604,Volkswagen,Vento,Highline 1.6 (P),999900,1598.0,Petrol,55.0,16.09,103.53,47.122675749781806,27.0
605,Volkswagen,Vento,Comfortline 1.6 (P),999900,1598.0,Petrol,55.0,16.09,103.53,40.122675749781806,25.0
606,Volkswagen,Vento,Highline 1.2 (P) Dsg,1197500,1197.0,Petrol,55.0,18.19,103.53,47.122675749781806,27.0
607,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1449500,1197.0,Petrol,55.0,18.19,103.53,47.122675749781806,27.0
608,Volkswagen,Vento,Trendline 1.5 (D),958500,1498.0,Diesel,55.0,20.64,103.53,27.122675749781806,22.0
609,Volkswagen,Vento,Comfortline 1.5 (D),999900,1498.0,Diesel,55.0,20.64,103.53,40.122675749781806,25.0
610,Volkswagen,Vento,Highline 1.5 (D),1210500,1498.0,Diesel,55.0,20.64,103.53,47.122675749781806,27.0
611,Volkswagen,Vento,Highline 1.5 (D) Dsg,1336500,1498.0,Diesel,55.0,21.5,103.53,47.122675749781806,27.0
612,Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,1317500,1498.0,Diesel,55.0,20.64,103.53,47.122675749781806,27.0
613,Volkswagen,Vento,Gt Line (D),1449500,1498.0,Diesel,45.0,19.91,108.46,44.699865912247915,25.0
614,Volkswagen,Vento,Gt Line (P) Dsg,1317500,1197.0,Petrol,45.0,17.21,103.53,44.74245535006733,27.0
615,Mahindra,E2O Plus,P4,881425,1841.323668,Electric,49.30086207,19.90211704,254.388,42.205667138357214,18.0
616,Mahindra,E2O Plus,P6,957177,1841.323668,Electric,49.30086207,19.90211704,254.388,44.205667138357214,18.0
617,Tata,Tigor Ev,Xm+,960868,1841.323668,Electric,35.0,19.90211704,409.19,38.708165114188155,22.0
618,Tata,Tigor Ev,Xt+,975868,1841.323668,Electric,35.0,19.90211704,409.19,38.708165114188155,22.0
619,Tata,Tigor Ev,Xe+,944175,1841.323668,Electric,35.0,19.90211704,409.19,29.208165114188155,17.0
620,Honda,Brv,E Petrol,952900,1497.0,Petrol,42.0,15.4,117.334,19.63946509960367,20.5
621,Honda,Brv,S Petrol,1052900,1497.0,Petrol,42.0,15.4,117.334,41.13946509960367,24.5
622,Honda,Brv,V Petrol,1167900,1497.0,Petrol,42.0,15.4,117.334,50.13946509960367,24.5
623,Honda,Brv,Vx Petrol,1271900,1497.0,Petrol,42.0,15.4,117.334,53.13995754871726,24.5
624,Honda,Brv,V Cvt Petrol,1285900,1497.0,Petrol,42.0,16.0,117.334,52.13995754871726,24.5
625,Honda,Brv,S Diesel,1187900,1498.0,Diesel,42.0,21.9,98.6,41.13946509960367,24.5
626,Honda,Brv,V Diesel,1273900,1498.0,Diesel,42.0,21.9,98.6,52.13946509960367,25.5
627,Honda,Brv,Vx Diesel,1382900,1498.0,Diesel,42.0,21.9,98.6,55.13995754871726,24.5
628,Mahindra,Thar,Crde,959860,2498.0,Diesel,60.0,13.0,105.0,28.39563744900165,11.5
629,Mahindra,Thar,700 Special Edition,999148,2498.0,Diesel,60.0,13.0,103.53,31.39563744900165,13.5
630,Mahindra,Thar,Crde Abs,974860,2498.0,Diesel,60.0,13.0,105.0,28.39563744900165,13.5
631,Force,Gurkha,Xpedition 5 Door,999000,2596.0,Diesel,63.0,17.0,83.81,7.883487776507062,12.5
632,Force,Gurkha,Xplorer 3 Door,1075000,2596.0,Diesel,63.0,17.0,83.81,7.451035379921375,12.5
633,Force,Gurkha,Xtreme,1299000,2149.0,Diesel,63.0,19.90211704,140.0,5.964512468870163,12.5
634,Force,Gurkha,Xtreme Abs,1330000,2149.0,Diesel,63.0,19.90211704,140.0,5.964512468870163,14.5
635,Force,Gurkha,Xpedition 3 Door,975000,2596.0,Diesel,63.0,17.0,83.81,7.883487776507062,12.5
636,Force,Gurkha,Xplorer 5 Door,1225000,2596.0,Diesel,63.0,17.0,83.81,7.451035379921375,12.5
637,Maruti Suzuki,Xl6,Zeta Mt,984689,1462.0,Petrol,45.0,19.01,102.544,43.948746282916744,27.0
638,Maruti Suzuki,Xl6,Alpha Mt,1041189,1462.0,Petrol,45.0,19.01,102.544,40.948746282916744,27.0
639,Maruti Suzuki,Xl6,Zeta At,1094689,1462.0,Petrol,45.0,17.01,102.544,40.948746282916744,29.0
640,Maruti Suzuki,Xl6,Alpha At,1151189,1462.0,Petrol,45.0,17.01,102.544,43.948746282916744,29.0
641,Fiat,Abarth Avventura,1.4 T-Jet,989219,1368.0,Petrol,49.30086207,17.1,140.998,40.911822183523995,27.0
642,Mahindra,Tuv300 Plus,P4,992748,2179.0,Diesel,60.0,18.49,118.32,37.779252111390406,27.0
643,Mahindra,Tuv300 Plus,P6,1029650,2179.0,Diesel,60.0,18.49,118.32,37.779252111390406,27.0
644,Mahindra,Tuv300 Plus,P8,1142157,2179.0,Diesel,60.0,18.49,118.32,37.779252111390406,27.0
645,Mahindra,Marazzo,M2 7 Str,999900,1497.0,Diesel,45.0,17.3,121.0,21.457518113378242,25.5
646,Mahindra,Marazzo,M4 7 Str,1156471,1497.0,Diesel,45.0,17.3,121.0,30.457518113378242,27.0
647,Mahindra,Marazzo,M6 7 Str,1308592,1497.0,Diesel,45.0,17.3,121.0,38.45751811337824,27.0
648,Mahindra,Marazzo,M8 7 Str,1468440,1497.0,Diesel,45.0,17.3,121.0,47.45751811337824,27.0
649,Mahindra,Marazzo,M2 8 Str,999900,1497.0,Diesel,45.0,17.3,121.0,21.645018113378242,25.5
650,Mahindra,Marazzo,M4 8 Str,1164569,1497.0,Diesel,45.0,17.3,121.0,30.645018113378242,27.0
651,Mahindra,Marazzo,M6 8 Str,1316690,1497.0,Diesel,45.0,17.3,121.0,38.64501811337824,27.0
652,Mahindra,Marazzo,M8 8 Str,1476538,1497.0,Diesel,45.0,17.3,121.0,47.64501811337824,27.0
653,Mahindra,Scorpio,S3 2Wd,999994,2523.0,Diesel,60.0,15.4,73.95,23.79067793177233,15.5
654,Mahindra,Scorpio,4Wd Getaway,1236258,2179.0,Diesel,80.0,10.22,119.306,41.26174338619359,19.5
655,Mahindra,Scorpio,2Wd Getaway,1123158,2179.0,Diesel,80.0,13.5,119.306,31.261743386193583,19.5
656,Mahindra,Scorpio,S5 2Wd,1220030,2179.0,Diesel,60.0,15.4,118.32,21.79067793177233,22.5
657,Mahindra,Scorpio,S7 120 2Wd,1330006,2179.0,Diesel,60.0,15.4,118.32,21.79067793177233,22.5
658,Mahindra,Scorpio,S7 140 2Wd,1360668,2179.0,Diesel,60.0,15.4,138.04,21.79067793177233,22.5
659,Mahindra,Scorpio,S11 2Wd,1540081,2179.0,Diesel,60.0,15.4,138.04,45.790677931772336,23.5
660,Mahindra,Scorpio,S11 4Wd,1663054,2179.0,Diesel,60.0,15.4,138.04,51.790677931772336,23.5
661,Mahindra,Scorpio,S9 2Wd,1423710,2179.0,Diesel,60.0,15.4,138.04,32.790677931772336,23.5
662,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,1425599,1498.0,Diesel,55.0,21.72,108.46,51.078183163457325,27.0
663,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,1269599,1598.0,Petrol,55.0,14.84,103.53,37.07818316345733,27.0
664,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,1299599,1498.0,Diesel,55.0,21.13,108.46,51.078183163457325,27.0
665,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,1139599,1598.0,Petrol,55.0,15.41,103.53,51.078183163457325,27.0
666,Mahindra,Xuv500,G At,1610180,2179.0,Petrol,70.0,13.85,138.04,49.05046920006822,29.0
667,Mahindra,Xuv500,W7,1418313,2179.0,Diesel,70.0,15.1,300.0,38.46829978453727,21.0
668,Mahindra,Xuv500,W7 At,1539488,2179.0,Diesel,70.0,16.0,152.83,42.05046920006822,49.0
669,Mahindra,Xuv500,W9,1588943,2179.0,Diesel,70.0,16.0,152.83,52.05046920006822,29.0
670,Mahindra,Xuv500,W9 At,1710118,2179.0,Diesel,70.0,16.0,152.83,48.05046920006822,29.0
671,Mahindra,Xuv500,W11,1716319,2179.0,Diesel,70.0,16.0,152.83,52.05046920006822,49.0
672,Mahindra,Xuv500,W11 At,1837586,2179.0,Diesel,70.0,16.0,152.83,48.05046920006822,49.0
673,Mahindra,Xuv500,W11 (O),1741319,2179.0,Diesel,70.0,16.0,152.83,52.05046920006822,49.0
674,Mahindra,Xuv500,W11 (O) At,1862586,2179.0,Diesel,70.0,16.0,152.83,48.05046920006822,49.0
675,Mahindra,Xuv500,G At,1610180,2179.0,Petrol,70.0,13.85,138.04,49.05046920006822,29.0
