,Make,Model,Variant,Price,Engine_Size_in_cc,Fuel_Type,Fuel_Tank_Capacity,Mileage,Power,Comfort,Safety
226,Fiat,Avventura,Multijet Emotion,876341,1248.0,Diesel,45.0,20.5,91.698,40.75619171590791,26.0
227,Honda,Jazz,V Petrol,745000,1199.0,Petrol,40.0,18.2,88.74,43.85027373699559,27.0
228,Honda,Jazz,Vx Cvt,909000,1199.0,Petrol,40.0,19.0,88.74,43.85027373699559,27.0
229,Honda,Jazz,Vx Petrol,789000,1199.0,Petrol,40.0,18.2,88.74,47.85027373699559,27.0
230,Honda,Jazz,V Cvt,865000,1199.0,Petrol,40.0,19.0,88.74,43.85027373699559,27.0
231,Honda,Jazz,S Diesel,816500,1498.0,Diesel,40.0,27.3,98.6,35.8502737369956,24.5
232,Honda,Jazz,V Diesel,896500,1498.0,Diesel,40.0,27.3,98.6,43.85027373699559,27.0
233,Honda,Jazz,Vx Diesel,940500,1498.0,Diesel,40.0,27.3,98.6,43.85027373699559,27.0
234,Honda,Jazz,Exclusive Edition Cvt,928000,1199.0,Petrol,40.0,18.2,89.0,43.85027373699559,27.0
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,2680000,1956.0,Diesel,60.0,16.3,170.578,55.097947782985315,50.0
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,2760000,1956.0,Diesel,60.0,16.3,170.578,55.03025877631298,50.0
237,Isuzu,Mu-X,4X2,2734834,2999.0,Diesel,76.0,13.8,174.522,52.49421862467581,29.0
238,Isuzu,Mu-X,4X4,2931534,2999.0,Diesel,76.0,13.8,174.522,52.49421862467581,29.0
239,Mahindra,Alturas G4,2Wd At,2770150,2157.0,Diesel,70.0,12.35,178.0,50.16824599711836,29.0
240,Mahindra,Alturas G4,4Wd At,3070150,2157.0,Diesel,70.0,12.05,178.0,69.04324599711836,65.0
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,2814500,1968.0,Diesel,71.0,17.06,139.026,60.37310460238274,47.5
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,3153500,1968.0,Diesel,71.0,17.06,139.026,63.37310460238274,49.0
243,Honda,Cr-V,2Wd Petrol Cvt,2827001,1997.0,Petrol,57.0,14.4,151.844,59.265664994595454,50.0
244,Honda,Cr-V,2Wd Diesel At,3067001,1597.0,Diesel,57.0,19.5,118.32,62.11255596563464,50.0
245,Honda,Cr-V,Awd Diesel At,3277001,1597.0,Diesel,57.0,18.3,118.32,59.11255596563464,49.0
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,2899599,1798.0,Petrol,66.0,13.7,177.48,71.96008812831215,60.0
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,3149599,1968.0,Diesel,66.0,18.19,174.522,69.96008812831215,60.0
248,Audi,A3,35 Tdi Premium Plus,3021200,1968.0,Diesel,50.0,20.38,140.998,48.079129844230565,64.0
249,Audi,A3,35 Tdi Technology,3221200,1968.0,Diesel,50.0,20.38,140.998,51.079129844230565,64.0
250,Audi,A3,35 Tfsi Premium Plus,2920750,1395.0,Petrol,50.0,19.2,147.9,48.079129844230565,64.0
251,Audi,A3,35 Tfsi Technology,3120750,1395.0,Petrol,50.0,19.2,147.9,48.079129844230565,64.0
252,Maruti Suzuki,Mercedes-Benz B-Class,B 180 Sport,2988311,1595.0,Petrol,50.0,14.81,120.292,54.653733869282995,55.0
253,Maruti Suzuki,Mercedes-Benz B-Class,B 200 Cdi Sport,3089851,2143.0,Diesel,50.0,15.0,134.096,59.653733869282995,55.0
254,Maruti Suzuki,Mercedes-Benz B-Class,B 180 Night Edition,3198662,1595.0,Petrol,50.0,14.81,120.292,54.653733869282995,50.0
255,Maruti Suzuki,Mercedes-Benz B-Class,B 200 Cdi Night Edition,3303282,2143.0,Diesel,50.0,15.0,134.096,59.653733869282995,50.0
256,Maruti Suzuki,Mercedes-Benz Cla-Class,200 Sport,3599000,1991.0,Petrol,56.0,15.04,180.438,58.66304055988044,50.0
257,Maruti Suzuki,Mercedes-Benz Cla-Class,200 Cdi Style,3172000,2143.0,Diesel,56.0,17.9,134.096,58.66304055988044,50.0
258,Maruti Suzuki,Mercedes-Benz Cla-Class,200 D Sport,3699000,2143.0,Diesel,56.0,17.9,134.096,58.66304055988044,50.0
259,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,3299599,1968.0,Diesel,66.0,18.19,174.522,63.96008812831215,60.0
260,Skoda,Kodiaq,Laurin And Klement,3678599,1968.0,Diesel,66.0,18.19,148.0,63.96008812831215,65.0
261,Skoda,Kodiaq,Corporate Edition,3299599,1968.0,Diesel,66.0,18.19,174.522,63.96008812831215,65.0
262,Dc,Avanti,Standard,3407407,2000.0,Petrol,60.0,10.0,246.5,22.130841139054027,17.0
263,Audi,Q3,30 Tdi Premium Fwd,3677200,1968.0,Diesel,64.0,15.73,148.0,52.13337861221873,49.0
264,Audi,Q3,35 Tdi Quattro Premium Plus,3992200,1968.0,Diesel,64.0,15.73,174.522,52.63337861221873,49.0
265,Audi,Q3,35 Tdi Quattro Technology,4361000,1968.0,Diesel,64.0,15.73,174.522,54.63337861221873,49.0
266,Audi,Q3,30 Tfsi Premium,3496750,1395.0,Petrol,64.0,16.9,147.9,57.63337861221873,49.0
267,Mini,Cooper 5 Door,Cooper D,3600000,1496.0,Petrol,44.0,21.15,114.376,40.761637334385725,26.0
268,Mini,Convertible,Cooper S,3830000,1998.0,Petrol,44.0,14.59,189.312,49.4630317539669,30.0
269,Volvo,Xc40,D4 Momentum,3990000,1969.0,Diesel,49.30086207,19.90211704,190.0,55.554906451758484,54.0
270,Volvo,Xc40,D4 Inscription,4390000,1969.0,Diesel,49.30086207,19.90211704,190.0,55.554906451758484,54.0
271,Volvo,Xc40,T4 R-Design,3990000,1969.0,Petrol,54.0,19.90211704,187.34,55.61407757086694,60.0
272,Mini,Clubman,Cooper S,4120000,1998.0,Petrol,49.30086207,13.8,189.312,51.45577652042692,29.0
273,Audi,A4,Premium Plus 35 Tfsi,4149000,1395.0,Petrol,54.0,19.90211704,147.9,74.22219577017755,60.0
274,Audi,A4,Technology 35 Tfsi,4507000,1395.0,Petrol,54.0,19.90211704,147.9,74.72219577017755,60.0
275,Mini,John Cooper Works,Hatch,4350000,1998.0,Petrol,44.0,16.47,231.0,51.43268684943101,30.0
276,Jaguar,Xe,S Petrol,4498000,1997.0,Petrol,61.0,11.0,246.5,63.18455322272247,50.0
277,Jaguar,Xe,S Diesel,4498000,1999.0,Diesel,56.0,11.0,177.48,62.99705322272247,50.0
278,Jaguar,Xe,Se Diesel,4633000,1999.0,Diesel,56.0,11.0,177.48,68.49705322272247,50.0
279,Jaguar,Xe,Se Petrol,4633000,1997.0,Petrol,61.0,11.0,246.5,68.68455322272247,50.0
280,Jaguar,Xf,2.0 Prestige,5436329,1999.0,Petrol,74.0,13.12,243.542,68.40812198720002,50.0
281,Jaguar,Xf,2.0 Portfolio,6073446,1999.0,Petrol,82.0,13.12,243.542,66.39093090085586,50.0
282,Jaguar,Xf,2.0 Portfolio Diesel,6138811,1999.0,Diesel,83.0,19.33,177.48,48.390930900855864,50.0
283,Jaguar,Xf,2.0 Prestige Diesel,5506622,1999.0,Diesel,66.0,19.33,177.48,63.42552185588025,50.0
284,Jaguar,Xf,2.0 Pure Diesel,4977080,1999.0,Diesel,66.0,19.33,177.48,66.42552185588025,50.0
285,Audi,A3 Cabriolet,40 Tfsi,5038000,1395.0,Petrol,50.0,19.2,148.0,54.73547386330914,54.0
286,Audi,A6,Premium Plus 45 Tfsi,5442200,1984.0,Petrol,73.0,14.11,241.57,68.88412215474587,60.0
287,Audi,A6,Technology 45 Tfsi,5942200,1984.0,Petrol,73.0,14.11,241.57,68.88412215474587,60.0
288,Bmw,X3,Xdrive 20D Luxury Line,5930000,1995.0,Diesel,67.0,18.56,187.34,53.82776501111035,50.0
289,Bmw,X3,Xdrive 30I Luxury Line,5880000,1998.0,Petrol,67.0,18.56,248.0,53.82776501111035,50.0
290,Bmw,X3,Xdrive20D Xline,5600000,1995.0,Diesel,67.0,18.56,187.34,53.82776501111035,50.0
291,Land Rover,Discovery Sport,S,5706000,1999.0,Diesel,70.0,19.90211704,176.494,58.551175327499664,55.0
292,Land Rover,Discovery Sport,R-Dynamic Se,6089000,1999.0,Diesel,70.0,19.90211704,176.494,58.551175327499664,55.0
293,Volvo,S90,D4 Inscription,5890000,1969.0,Diesel,49.30086207,19.90211704,187.34,79.15040677356859,49.0
294,Audi,S5,Sportback,7243000,2995.0,Petrol,58.0,13.57,328.338,69.59401758922007,70.0
295,Bmw,X5,Xdrive30D Sport,7330000,2993.0,Diesel,49.30086207,13.38,265.0,72.16462210806705,60.0
296,Bmw,X5,Xdrive30D Xline,8290000,2993.0,Diesel,49.30086207,13.38,265.0,69.16462210806705,60.0
297,Bmw,X5,Xdrive40I M Sport,8290000,2998.0,Petrol,49.30086207,11.24,340.0,69.16462210806705,60.0
298,Ford,Mustang,Fastback V8,7462000,4951.0,Petrol,60.9,13.0,395.386,62.5238204724145,60.0
299,Jeep,Grand Cherokee,Limited,7882867,2987.0,Diesel,93.5,12.8,236.64,62.05802002655339,50.0
300,Jeep,Grand Cherokee,Summit,8931819,2987.0,Diesel,93.5,12.8,236.64,62.05802002655339,50.0
301,Jeep,Grand Cherokee,Srt,11400000,6417.0,Petrol,93.5,12.8,468.0,63.565916320516166,55.0
302,Jeep,Grand Cherokee,Summit Petrol,7515000,3604.0,Petrol,93.5,8.61,281.996,62.05802002655339,50.0
303,Maruti Suzuki,Mercedes-Benz E-Class Cabriolet,E400,7711338,2996.0,Petrol,80.0,10.0,329.324,60.09094196990779,48.5
304,Bmw,M2 Competition,Coupe,8180000,2979.0,Petrol,52.0,9.9,410.0,61.46819397551019,68.5
305,Porsche,718,Boxster,8995000,1988.0,Petrol,54.0,7.4,295.8,57.95700291485592,39.0
306,Porsche,718,Cayman,8595000,1988.0,Petrol,54.0,7.4,295.8,58.95700291485592,40.0
307,Maruti Suzuki,Mercedes-Benz Gls,350 Cdi,8820000,2987.0,Diesel,100.0,11.6,254.388,60.20088627358599,62.5
308,Maruti Suzuki,Mercedes-Benz Gls,63 Amg,19199181,5461.0,Petrol,80.0,12.0,549.202,59.81421060348022,62.5
309,Maruti Suzuki,Mercedes-Benz Gls,400 4Matic,8776900,2996.0,Petrol,80.0,12.0,328.338,63.81421060348022,63.5
310,Maruti Suzuki,Mercedes-Benz Gls,Grand Edition Petrol,8690000,2996.0,Petrol,80.0,12.0,328.338,63.81421060348022,63.5
311,Maruti Suzuki,Mercedes-Benz Gls,Grand Edition Diesel,8690000,2987.0,Diesel,100.0,11.6,254.388,60.20088627358599,63.5
312,Toyota,Land Cruiser Prado,Vx L,9630000,2982.0,Diesel,87.0,11.13,170.578,70.0079117777011,54.0
313,Lexus,Rx 450H,450Hl Luxury,9900000,3456.0,Petrol,65.0,18.0,258.332,68.66366809340892,70.0
314,Audi,Rs5,Coupe,11141200,2894.0,Petrol,58.0,10.8,443.7,71.96919381781953,50.0
315,Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993.0,Diesel,78.0,17.66,261.29,78.79595870076035,60.0
316,Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,2993.0,Diesel,78.0,17.66,261.29,78.79595870076035,60.0
317,Bmw,7-Series,730Ld M Sport,13510000,2993.0,Diesel,78.0,17.66,261.29,78.79595870076035,60.0
318,Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998.0,Petrol,78.0,11.86,335.24,78.79595870076035,60.0
319,Bmw,7-Series,745Le Xdrive,16500000,2998.0,Hybrid,46.0,19.90211704,281.996,78.77878542254525,60.0
320,Bmw,7-Series,M760Li Xdrive,24250000,6592.0,Petrol,78.0,7.96,600.474,78.77878542254525,60.0
321,Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,2995.0,Petrol,85.0,19.90211704,335.24,79.38476833835367,60.0
322,Maruti Suzuki,Mercedes-Benz S-Class,S 350 D,13558438,2987.0,Diesel,90.0,13.5,254.388,72.38280302031285,60.0
323,Maruti Suzuki,Mercedes-Benz S-Class,S 450,13976653,2996.0,Petrol,70.0,7.8,328.338,75.87574952335555,60.0
324,Maruti Suzuki,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,3982.0,Petrol,80.0,14.0,443.7,74.99613946605882,58.5
325,Maserati,Levante,Diesel,14512054,2987.0,Diesel,80.0,7.9,271.15,76.86408870132448,50.0
326,Maserati,Levante,Gransport,14863774,2979.0,Diesel,80.0,7.9,345.1,76.86408870132448,50.0
327,Maserati,Levante,Granlusson,15383399,2979.0,Diesel,80.0,7.9,423.98,76.86408870132448,50.0
328,Maruti Suzuki,Mercedes-Benz G-Class,Amg G 63,21875136,3982.0,Petrol,96.0,19.90211704,585.0,58.10910938112299,70.0
329,Maruti Suzuki,Mercedes-Benz G-Class,G 350D,15000000,2925.0,Diesel,100.0,19.90211704,284.954,58.02480120421836,70.0
330,Audi,A8 L,55 Tfsi Quattro,15600000,2995.0,Petrol,82.0,19.90211704,335.24,78.71100853689416,50.0
331,Maserati,Granturismo,Sport,17229579,4691.0,Petrol,86.0,10.0,453.56,46.28203032807339,50.0
332,Maserati,Quattroporte,Granlusso,17900000,2987.0,Diesel,70.0,7.9,271.15,58.74128145579067,50.0
333,Lexus,Lc 500H,Coupe,19600000,3456.0,Hybrid,82.0,19.90211704,294.814,65.08434095766577,60.0
334,Maruti Suzuki,Mercedes-Benz Maybach,S650,27308312,5980.0,Petrol,80.0,7.8,621.18,80.72222851219337,60.0
335,Maruti Suzuki,Mercedes-Benz Maybach,S560,19890000,4663.0,Petrol,80.0,7.8,446.658,76.71664248190183,60.0
336,Porsche,Panamera,Turbo,21263000,3996.0,Petrol,90.0,10.63,542.3,78.50307935345921,50.0
337,Porsche,Panamera,Turbo Executive,22613000,3996.0,Petrol,90.0,10.63,542.3,78.52770180913879,50.0
338,Porsche,Panamera,Turbo Sport Turismo,21747000,3996.0,Petrol,90.0,10.63,542.3,78.50307935345921,50.0
339,Lexus,Lx 450D,V8,23290000,4461.0,Diesel,93.0,18.0,257.346,63.58998515512624,70.0
340,Maruti Suzuki,Mercedes-Benz S-Class Cabriolet,S500,23491293,4663.0,Petrol,80.0,7.8,448.63,75.68069369660964,60.0
341,Audi,R8,V10 Plus,27245000,5204.0,Petrol,75.0,6.71,601.46,46.069441922843055,58.0
342,Lamborghini,Urus,V8,30000000,3996.0,Petrol,75.0,7.8,640.9,64.63092077936234,60.0
343,Bentley,Continental Gt,Coupe,33791059,5998.0,Petrol,90.0,8.6,581.74,58.54730158765669,50.0
344,Ferrari,Portofino,V8 Convertible,35000000,3855.0,Petrol,92.0,9.0,552.16,58.823756832294805,40.0
345,Bentley,Bentayga,W12,45941557,5950.0,Petrol,85.0,19.0,599.488,75.7894163637257,50.0
346,Bentley,Bentayga,V8,37542069,3996.0,Petrol,85.0,8.77,542.3,75.78925221402119,50.0
347,Aston Martin,Db 11,V12,40456503,5198.0,Petrol,80.0,19.90211704,599.488,64.85851652887685,60.0
348,Ferrari,458 Speciale,Coupe,42531500,4497.0,Petrol,86.0,9.0,596.53,60.32830734066074,45.0
349,Maruti Suzuki,Rolls-Royce Ghost Series Ii,6.6,46709733,6593.0,Petrol,82.5,17.3,555.118,61.894484048218786,50.0
350,Maruti Suzuki,Rolls-Royce Ghost Series Ii,Ewb,53247201,6592.0,Petrol,82.5,7.29,570.0,61.92238949798897,50.0
351,Maruti Suzuki,Rolls-Royce Wraith,Coupe,50025840,6592.0,Petrol,83.0,10.2,616.25,61.15680239178525,22.0
352,Bentley,Mulsanne,Sedan,52571294,6752.0,Petrol,90.0,9.5,504.832,58.78595238118856,50.0
353,Maruti Suzuki,Rolls-Royce Cullinan,Suv,69500000,6750.0,Petrol,49.30086207,22.15,555.118,16.266812953974572,11.0
354,Maruti Suzuki,Rolls-Royce Phantom Coupe,6.8 L,77312661,6749.0,Petrol,100.0,22.8,453.56,61.62460159782238,50.0
355,Bugatti,Chiron,W16,192142937,7993.0,Petrol,49.30086207,5.95,147.9,61.09055661879887,50.0
356,Bugatti,Chiron,Sport,212155397,7993.0,Petrol,49.30086207,5.95,659.739,61.09055661879887,50.0
357,Bajaj,Qute (Re60),Qcar,263000,216.0,Petrol,49.30086207,35.0,173.42,4.8195309687745915,14.0
358,Bajaj,Qute (Re60),Qcar Cng,283000,216.0,CNG,49.30086207,19.90211704,160.08,4.8195309687745915,14.0
359,Maruti Suzuki,Alto,Std,294800,796.0,Petrol,35.0,22.05,48.0,5.726474602055305,13.0
360,Maruti Suzuki,Alto,Std (O),299900,796.0,Petrol,35.0,22.05,48.0,5.726474602055305,22.0
361,Maruti Suzuki,Alto,Lxi,352900,796.0,Petrol,35.0,22.05,47.0,19.226474602055305,13.0
362,Maruti Suzuki,Alto,Lxi (O),357200,796.0,Petrol,35.0,22.05,48.0,19.226474602055305,17.0
363,Maruti Suzuki,Alto,Vxi,376100,796.0,Petrol,35.0,22.05,48.0,36.226474602055305,23.0
364,Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,796.0,CNG + Petrol,35.0,22.05,47.0,19.226474602055305,13.0
365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,796.0,CNG + Petrol,35.0,22.05,48.0,19.226474602055305,17.0
366,Maruti Suzuki,Alto,Vxi Plus,389600,796.0,Petrol,35.0,22.05,48.0,36.226474602055305,23.0
367,Maruti Suzuki,S-Presso,Std,370500,998.0,Petrol,27.0,21.4,66.062,11.759649655547754,18.5
368,Maruti Suzuki,S-Presso,Std (O),376500,998.0,Petrol,27.0,21.4,66.062,11.759649655547754,23.5
369,Maruti Suzuki,S-Presso,Lxi,409000,998.0,Petrol,27.0,21.4,66.062,23.759649655547754,18.5
370,Maruti Suzuki,S-Presso,Lxi (O),415000,998.0,Petrol,27.0,21.4,66.062,23.759649655547754,23.5
371,Maruti Suzuki,S-Presso,Vxi,432500,998.0,Petrol,27.0,21.7,66.062,34.259649655547754,20.5
372,Maruti Suzuki,S-Presso,Vxi (O),438500,998.0,Petrol,27.0,21.7,66.062,34.259649655547754,25.5
373,Maruti Suzuki,S-Presso,Vxi Ags,475500,998.0,Petrol,27.0,21.7,66.062,34.259649655547754,20.5
374,Maruti Suzuki,S-Presso,Vxi+,456000,998.0,Petrol,27.0,21.7,66.062,35.759649655547754,25.5
375,Maruti Suzuki,S-Presso,Vxi (O) Ags,481500,998.0,Petrol,27.0,21.7,66.062,34.259649655547754,25.5
376,Maruti Suzuki,S-Presso,Vxi+ Ags,499000,998.0,Petrol,27.0,21.7,66.062,35.759649655547754,25.5
377,Maruti Suzuki,Celerio,Lxi,426289,998.0,Petrol,35.0,23.1,67.048,17.580834276497356,15.5
378,Maruti Suzuki,Celerio,Vxi,465138,998.0,Petrol,35.0,23.1,67.048,20.580834276497356,16.5
379,Maruti Suzuki,Celerio,Vxi At,508138,998.0,Petrol,35.0,23.1,67.048,20.580834276497356,16.5
380,Maruti Suzuki,Celerio,Zxi,490924,998.0,Petrol,35.0,23.1,67.048,31.580834276497352,18.0
381,Maruti Suzuki,Celerio,Zxi (Opt),531279,998.0,Petrol,35.0,23.1,67.048,31.580834276497352,25.0
382,Maruti Suzuki,Celerio,Vxi Cng Mt,530000,998.0,CNG,35.0,19.90211704,58.174,20.580834276497356,16.5
383,Maruti Suzuki,Celerio,Zxi Ags,533924,998.0,Petrol,35.0,23.1,67.048,31.580834276497352,18.0
384,Maruti Suzuki,Celerio,Lxi Mt (O),434659,998.0,Petrol,35.0,23.1,67.048,17.580834276497356,22.5
385,Maruti Suzuki,Celerio,Vxi (O) Mt,472257,998.0,Petrol,35.0,23.1,67.048,20.580834276497356,23.5
386,Maruti Suzuki,Celerio,Vxi (O) Ags,515257,998.0,Petrol,35.0,23.1,67.048,20.580834276497356,23.5
387,Maruti Suzuki,Celerio,Zxi (O) Ags,543279,998.0,Petrol,35.0,23.1,67.048,31.580834276497352,25.0
388,Hyundai,Grand I10 Prime,Era T Crdi,551530,1120.0,Diesel,43.0,19.90211704,70.006,26.66468576211606,17.0
389,Hyundai,Grand I10 Prime,Era T+ Crdi,568930,1120.0,Diesel,43.0,19.90211704,70.006,28.16468576211606,19.0
390,Hyundai,Grand I10 Prime,Era T Vtvt,460369,1197.0,Petrol,43.0,19.77,81.838,19.16468576211606,17.0
391,Hyundai,Grand I10 Prime,Era T+ Vtvt,477511,1197.0,Petrol,43.0,19.77,81.838,19.16468576211606,17.0
392,Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,545946,1197.0,CNG,43.0,19.90211704,81.838,19.16468576211606,17.0
393,Hyundai,Grand I10 Prime,Era T Cng Vtvt,528804,1197.0,CNG,43.0,19.90211704,81.838,19.16468576211606,17.0
394,Mahindra,Kuv100 Nxt,K2 6Str,488194,1198.0,Petrol,35.0,18.15,80.852,17.856753330638462,18.0
395,Mahindra,Kuv100 Nxt,K2+ 6Str,532184,1198.0,Petrol,35.0,18.15,80.852,17.856753330638462,24.5
396,Mahindra,Kuv100 Nxt,K2 D 6Str,590798,1198.0,Diesel,35.0,25.32,75.922,17.856753330638462,19.5
397,Mahindra,Kuv100 Nxt,K2+ D 6Str,619243,1198.0,Diesel,35.0,25.32,75.922,17.856753330638462,24.5
398,Mahindra,Kuv100 Nxt,K4+ D 6Str,667273,1198.0,Diesel,35.0,25.32,75.922,20.856753330638462,25.5
399,Mahindra,Kuv100 Nxt,K4+ 6Str,579645,1198.0,Petrol,35.0,18.15,80.852,20.856753330638462,24.5
400,Mahindra,Kuv100 Nxt,K6+ 6Str,631144,1198.0,Petrol,35.0,18.15,80.852,31.85675333063846,27.0
401,Mahindra,Kuv100 Nxt,K6+ D 6Str,754548,1198.0,Diesel,35.0,25.32,75.922,28.856753330638462,27.0
402,Mahindra,Kuv100 Nxt,K8 6Str,693550,1198.0,Petrol,35.0,18.15,80.852,31.85675333063846,27.0
403,Mahindra,Kuv100 Nxt,K8 D 6Str,787304,1198.0,Diesel,35.0,25.32,75.922,31.85675333063846,27.0
404,Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,701045,1198.0,Petrol,35.0,18.15,80.852,31.85675333063846,27.0
405,Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,794800,1198.0,Diesel,35.0,25.32,75.922,31.85675333063846,27.0
406,Mahindra,Kuv100 Nxt,K4+ 5Str,573250,1198.0,Petrol,35.0,18.15,80.852,20.669253330638462,24.5
407,Mahindra,Kuv100 Nxt,K6+ 5Str,631146,1198.0,Petrol,35.0,18.15,80.852,31.66925333063846,27.0
408,Mahindra,Kuv100 Nxt,K8 5Str,687175,1198.0,Petrol,35.0,18.15,80.852,31.66925333063846,27.0
409,Mahindra,Kuv100 Nxt,K4+ D 5Str,660832,1198.0,Diesel,35.0,25.32,75.922,20.669253330638462,25.5
410,Mahindra,Kuv100 Nxt,K6+ D 5Str,748128,1198.0,Diesel,35.0,25.32,75.922,28.669253330638462,27.0
411,Mahindra,Kuv100 Nxt,K8 D 5Str,780884,1198.0,Diesel,35.0,25.32,75.922,31.66925333063846,27.0
412,Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,550155,1198.0,Diesel,35.0,25.32,75.922,17.669253330638462,19.5
413,Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,559741,1198.0,Diesel,35.0,25.32,75.922,17.856753330638462,19.5
414,Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,524312,1198.0,Petrol,35.0,18.15,80.852,17.669253330638462,18.0
415,Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,542913,1198.0,Petrol,35.0,18.15,80.852,17.856753330638462,18.0
416,Maruti Suzuki,Swift,Lxi,519000,1197.0,Petrol,37.0,20.4,81.838,17.727725487455587,28.0
417,Maruti Suzuki,Swift,Vxi,619000,1197.0,Petrol,37.0,20.4,81.838,31.727725487455587,29.0
418,Maruti Suzuki,Swift,Vxi Amt,666000,1197.0,Petrol,37.0,20.4,81.838,31.727725487455587,29.0
419,Maruti Suzuki,Swift,Zxi,678000,1197.0,Petrol,37.0,20.4,81.838,40.72772548745559,29.0
420,Maruti Suzuki,Swift,Zxi Amt,725000,1197.0,Petrol,37.0,20.4,81.838,40.72772548745559,29.0
421,Maruti Suzuki,Swift,Zxi Plus,758000,1197.0,Petrol,37.0,20.4,81.838,41.72772548745559,29.0
422,Maruti Suzuki,Swift,Ldi,599000,1248.0,Diesel,37.0,25.2,73.95,17.727725487455587,29.0
423,Maruti Suzuki,Swift,Vdi,698000,1248.0,Diesel,37.0,25.2,73.95,31.727725487455587,29.0
424,Maruti Suzuki,Swift,Vdi Amt,745000,1248.0,Diesel,37.0,25.2,73.95,31.727725487455587,29.0
425,Maruti Suzuki,Swift,Zdi,757000,1248.0,Diesel,37.0,25.2,73.95,40.72772548745559,29.0
426,Maruti Suzuki,Swift,Zdi Amt,804000,1248.0,Diesel,37.0,25.2,73.95,40.72772548745559,29.0
427,Maruti Suzuki,Swift,Zdi Plus,838000,1248.0,Diesel,37.0,25.2,73.95,41.72772548745559,29.0
428,Maruti Suzuki,Swift,Zxi Plus Amt,802000,1197.0,Petrol,37.0,20.4,81.838,41.72772548745559,29.0
429,Maruti Suzuki,Swift,Zdi Plus Amt,884000,1248.0,Diesel,37.0,25.2,73.95,41.72772548745559,29.0
430,Tata,Altroz,Xe Petrol,529000,1199.0,Petrol,37.0,18.0,84.796,25.370645559504204,24.5
431,Tata,Altroz,Xm Petrol,615000,1199.0,Petrol,37.0,19.90211704,84.796,25.370645559504204,24.5
432,Tata,Altroz,Xt Petrol,684000,1199.0,Petrol,37.0,19.90211704,84.796,39.870645559504204,27.0
433,Tata,Altroz,Xz Petrol,744000,1199.0,Petrol,37.0,19.90211704,84.796,45.870645559504204,27.0
434,Tata,Altroz,Xz (O) Petrol,769000,1199.0,Petrol,37.0,19.90211704,84.796,50.870645559504204,27.0
435,Tata,Altroz,Xe Diesel,699000,1497.0,Diesel,37.0,25.0,88.74,25.370645559504204,24.5
436,Tata,Altroz,Xm Diesel,775000,1497.0,Diesel,37.0,19.90211704,88.74,25.370645559504204,24.5
437,Tata,Altroz,Xt Diesel,844000,1497.0,Diesel,37.0,19.90211704,88.74,39.870645559504204,27.0
438,Tata,Altroz,Xz Diesel,904000,1497.0,Diesel,37.0,19.90211704,88.74,45.870645559504204,27.0
439,Tata,Altroz,Xz (O) Diesel,929000,1497.0,Diesel,37.0,19.90211704,88.74,50.870645559504204,27.0
440,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,642478,1994.0,Diesel,50.0,11.12,99.9804,15.766367028862824,13.0
441,Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,589678,1994.0,Diesel,50.0,11.12,120.292,15.766367028862824,13.0
442,Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,689761,1994.0,Diesel,50.0,11.12,120.292,27.766367028862824,13.0
443,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,788177,1994.0,Diesel,50.0,11.12,120.292,27.766367028862824,13.0
444,Icml,Extreme,Sd Di 9 Seater Bsiii,2650777,1994.0,Diesel,50.0,11.12,99.9804,31.266367028862824,13.0
445,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,628072,1994.0,Diesel,50.0,11.12,120.292,27.766367028862824,13.0
446,Icml,Extreme,Vd Crdfi 7 Seater Bsiii,900967,1994.0,Diesel,50.0,11.12,120.292,30.391367028862824,13.0
447,Icml,Extreme,Vd Di 7 Seater Bsiii,1465148,1994.0,Diesel,50.0,11.12,99.9804,32.391367028862824,16.0
448,Icml,Extreme,Sd Crdfi 9 Seater Bsiv,552890,1994.0,Diesel,50.0,11.12,120.292,31.266367028862824,13.0
