,Engine_Size_in_cc,Cylinders,Fuel_Tank_Capacity,Mileage,Power,Kerb_Weight,Comfort,Safety,Price
96,1364.0,4,45.0,23.59,67.048,895.0,39.20912348195719,11.0,756700
97,1197.0,4,45.0,18.16,78.88,895.0,20.202796898810853,11.0,558400
98,1364.0,4,45.0,23.59,67.048,895.0,20.202796898810853,11.0,686000
99,1197.0,4,45.0,18.16,78.88,895.0,38.20879050389685,11.0,662700
100,1364.0,4,45.0,23.59,67.048,895.0,42.21012241613818,11.0,777700
101,1198.0,3,41.0,18.97,67.048,990.467868338558,24.69081273223353,6.5,525021
102,1198.0,3,41.0,19.49,67.048,990.467868338558,36.19464197992737,12.0,599950
103,1198.0,3,41.0,18.97,67.048,990.467868338558,36.19464197992737,6.5,563133
104,1248.0,4,44.0,22.95,73.95,1132.0,34.126492443744695,12.0,787980
105,1248.0,4,44.0,22.95,73.95,1132.0,17.12083181671903,7.0,661111
106,1248.0,4,44.0,22.95,73.95,1132.0,32.6259929986323,12.0,693798
107,1248.0,4,44.0,22.95,73.95,1132.0,31.125493509563697,12.0,719661
108,1193.0,4,44.0,17.57,88.74,1095.0,35.126825436457096,12.0,674960
109,1193.0,4,44.0,17.57,88.74,1095.0,17.12083181671903,8.0,529035
110,1193.0,4,44.0,17.57,88.74,1095.0,31.125493509563697,11.0,590268
111,1193.0,4,44.0,17.57,88.74,1095.0,31.125493509563697,12.0,614515
112,1197.0,4,43.0,19.90211704,81.838,1100.0,18.99463400676944,10.0,556130
113,1197.0,4,43.0,15.7,81.838,1100.0,8.491137737135936,7.0,536859
114,1197.0,4,43.0,19.90211704,81.838,1100.0,18.99463400676944,10.0,556130
115,1197.0,4,43.0,19.90211704,81.8,1100.0,18.99463400676944,10.0,536859
116,1197.0,4,43.0,20.14,70.0,1100.0,9.991637204226436,7.0,639616
117,1197.0,4,43.0,20.0,70.006,1100.0,9.991637204226436,7.0,620297
118,1248.0,4,42.0,28.4,73.95,1045.0,18.83855759148079,8.0,653523
119,1197.0,4,42.0,22.0,81.838,935.0,17.330159016121662,7.0,553423
120,1197.0,4,42.0,19.90211704,69.0,935.0,17.330159016121662,7.0,598940
121,1197.0,4,45.0,18.6,82.824,1066.0,18.77618147536773,12.0,559693
122,1396.0,4,45.0,22.54,88.74,1510.0,18.7869671565074,12.0,697803
123,1197.0,4,45.0,18.6,82.824,1058.0,37.29312725062357,12.0,634950
124,1396.0,4,45.0,22.54,88.74,1510.0,37.29312725062357,12.0,770803
125,1197.0,4,45.0,18.6,82.824,1060.0,43.29512511898557,12.0,721693
126,1396.0,4,45.0,22.54,88.74,1515.0,43.29512511898557,12.0,876103
127,1197.0,4,45.0,18.15,82.824,1515.0,43.2951251678258,10.0,808993
128,1396.0,4,45.0,22.54,88.74,1515.0,43.29512511898557,10.0,934003
129,1197.0,4,45.0,18.6,81.838,1066.0,43.29512511898557,8.5,920993
130,1197.0,4,45.0,18.6,82.824,1060.0,43.29512511898557,12.0,751693
131,1197.0,4,45.0,18.6,82.824,1060.0,43.29512511898557,12.0,831693
132,1396.0,4,45.0,22.54,88.74,1515.0,43.29512511898557,12.0,846103
133,1197.0,4,37.0,20.5,81.838,990.467868338558,24.972680432805728,8.0,579900
134,1197.0,4,37.0,20.5,81.838,990.467868338558,33.975677235348726,9.0,655900
135,1197.0,4,37.0,20.1,81.838,990.467868338558,33.975677235348726,9.0,705800
136,1197.0,4,37.0,20.5,81.838,990.467868338558,38.47717563662023,12.0,729900
137,1197.0,4,37.0,20.1,81.838,990.467868338558,47.480172439163226,12.0,804800
138,1197.0,4,37.0,20.5,81.838,990.467868338558,50.48117137334423,10.5,785900
139,1197.0,4,37.0,20.5,68.034,990.467868338558,33.975677235348726,9.0,728900
140,998.0,4,37.0,20.5,98.6,990.467868338558,47.480172439163226,12.0,854900
141,1186.0,4,37.0,25.35,73.95,990.467868338558,33.975677235348726,9.0,773800
142,1186.0,4,37.0,20.4,73.95,990.467868338558,33.975677235348726,9.0,823700
143,1186.0,4,37.0,25.4,73.95,990.467868338558,47.480172439163226,12.0,922700
144,1186.0,4,37.0,25.35,73.95,990.467868338558,50.48117137334423,12.0,903800
145,999.0,3,45.0,18.78,74.936,1033.0,19.754057099232494,7.0,582000
146,999.0,3,45.0,18.78,74.936,1049.0,32.258219324986655,8.5,676500
147,999.0,3,45.0,18.78,74.936,1053.0,46.262881017831326,10.0,776500
148,1498.0,4,45.0,20.14,88.74,1033.0,19.754057099232494,7.0,734500
149,1498.0,4,45.0,20.14,88.74,1142.0,31.257886346926327,10.0,851500
150,1498.0,4,45.0,20.14,88.74,1158.0,46.262881017831326,12.0,931500
151,1197.0,4,45.0,17.21,103.53,1109.0,44.26221506171066,12.0,976000
152,1498.0,4,45.0,19.91,112.404,1148.0,44.20297174969595,10.0,988500
153,1197.0,4,37.0,22.0,83.1198,860.0,17.47057141091858,13.0,582613
154,1197.0,4,37.0,22.0,83.1198,872.0,30.47490012570292,14.0,673112
155,1248.0,4,37.0,28.4,73.95,955.0,18.97107087800908,14.0,666622
156,1197.0,4,37.0,22.0,83.1198,882.0,40.478229906306254,14.0,732113
157,1248.0,4,37.0,28.4,73.95,967.0,30.47490012570292,14.0,757622
158,1197.0,4,37.0,22.0,83.1198,872.0,30.47490012570292,14.0,720112
159,1248.0,4,37.0,28.4,73.95,978.0,40.478229906306254,14.0,863122
160,1248.0,4,37.0,28.4,73.95,978.0,40.478229906306254,12.0,816622
161,1197.0,4,37.0,22.0,83.1198,895.0,40.478229906306254,14.0,821613
162,1197.0,4,37.0,22.0,83.1198,882.0,40.478229906306254,14.0,779113
163,1197.0,4,37.0,22.0,83.1198,990.0,40.478229906306254,12.0,868613
164,1248.0,4,37.0,28.4,73.95,895.0,43.47922884048725,14.0,906122
165,1248.0,4,37.0,28.4,73.95,967.0,30.47490012570292,14.0,804622
166,1248.0,4,37.0,28.4,73.95,990.0,43.47922884048725,14.0,952622
167,1498.0,4,40.0,24.4,98.6,1062.0,24.735019331831765,11.0,676400
168,1498.0,4,40.0,24.4,98.6,1074.0,43.241179425947934,12.0,790900
169,1498.0,4,40.0,24.4,98.6,1080.0,43.241179425947934,12.0,836400
170,1194.0,3,42.0,19.0,94.656,1026.0,28.7363512440731,5.5,591400
171,1194.0,3,42.0,19.0,94.656,1038.0,43.241179425947934,12.0,721400
172,1194.0,3,42.0,19.0,94.656,1044.0,43.241179425947934,12.0,756400
173,1194.0,3,42.0,19.0,94.656,1032.0,40.240180491766935,12.0,681400
174,1498.0,3,42.0,24.4,98.6,1068.0,40.240180491766935,12.0,745900
175,1498.0,4,45.0,21.66,108.46,1044.0,21.853462025927577,9.0,711500
176,1498.0,4,45.0,21.66,108.46,1044.0,40.35962212004375,9.0,810500
177,1498.0,4,45.0,21.73,108.46,1184.0,43.36062105422474,11.0,999900
178,1498.0,4,45.0,21.66,108.46,1044.0,34.35762425168174,9.0,925500
179,999.0,3,45.0,19.0,74.936,1027.0,15.85146415756558,11.0,594000
180,999.0,3,45.0,19.0,74.936,1039.0,26.35496042719908,11.0,665000
181,999.0,3,45.0,19.0,74.936,1050.0,35.35795722974208,11.0,799900
182,1498.0,4,45.0,21.73,108.46,1184.0,43.36062105422474,11.0,999900
183,1194.0,4,42.0,20.4,94.656,1030.0,18.981468294423635,12.0,598500
184,1194.0,4,42.0,20.4,94.656,1030.0,43.4896262569018,12.0,697400
185,1194.0,4,42.0,20.4,94.656,1030.0,40.4886273227208,12.0,663400
186,1498.0,4,40.0,26.1,98.6,1067.0,18.981468294423635,12.0,699400
187,1498.0,4,40.0,26.1,98.6,1067.0,40.4886273227208,8.0,737400
188,1498.0,4,40.0,26.1,98.6,1067.0,40.48907672813663,9.5,777400
189,1498.0,4,40.0,26.1,98.6,1067.0,40.4886273227208,12.0,817400
190,1498.0,4,40.0,26.1,98.6,1067.0,37.48762838853981,12.0,862400
191,1194.0,4,42.0,19.4,94.656,990.467868338558,43.4896262569018,12.0,782400
192,1194.0,4,42.0,19.4,94.656,1030.0,40.4886273227208,12.0,737400
193,1194.0,4,42.0,19.90211704,94.656,1030.0,43.4896262569018,12.0,758314
194,1194.0,4,42.0,19.4,94.656,1030.0,40.4886273227208,12.0,762400
195,1498.0,4,40.0,26.1,98.6,1067.0,40.4886273227208,12.0,842400
196,1496.0,4,45.0,16.78,88.74,935.0,20.87619824746278,11.0,627100
197,1496.0,4,45.0,16.78,88.74,935.0,31.879861006126447,11.0,718600
198,1364.0,4,45.0,23.59,67.048,1020.0,20.87619824746278,11.0,734700
199,1364.0,4,45.0,23.59,67.048,1020.0,31.879861006126447,11.0,828600
200,1364.0,4,45.0,23.59,67.048,1020.0,37.88185887448845,11.0,888400
201,1496.0,4,45.0,16.78,88.74,990.0,37.88185887448845,11.0,778400
202,1496.0,4,45.0,16.78,88.74,935.0,20.87619824746278,11.0,689600
203,1364.0,4,45.0,23.59,67.048,1020.0,31.879861006126447,11.0,799600
204,1364.0,4,45.0,23.59,67.048,1020.0,37.88185887448845,11.0,913400
205,1496.0,4,45.0,16.78,88.74,990.0,37.88185887448845,11.0,803400
206,1496.0,4,45.0,16.78,88.74,950.0,31.22443592783195,11.0,802000
207,1197.0,4,45.0,17.71,78.88,935.0,30.22410294977162,7.0,650000
208,1364.0,4,45.0,23.59,67.048,1030.0,31.22443592783195,11.0,797500
209,1364.0,4,45.0,23.59,67.048,1015.0,30.22410294977162,11.0,766000
210,1197.0,4,45.0,17.71,78.88,935.0,30.22410294977162,7.0,668500
211,1364.0,4,45.0,23.59,67.048,1015.0,30.22410294977162,11.0,816000
212,1461.0,4,50.0,20.08,64.09,1155.0,17.378029119238093,4.5,657628
213,1461.0,4,50.0,20.08,64.09,1155.0,20.37902805341909,8.0,685729
214,1461.0,4,50.0,20.08,64.09,1155.0,30.382357834022425,12.0,750428
215,1248.0,4,45.0,20.0,91.698,1210.0,33.98736174685615,13.0,677618
216,1248.0,4,45.0,20.0,91.698,1215.0,35.48786121394666,12.0,739074
217,1368.0,4,45.0,17.1,138.04,1215.0,41.489859082308655,13.0,977516
218,1248.0,4,45.0,20.0,91.698,1215.0,41.489859082308655,13.0,810211
219,1197.0,4,37.0,23.87,87.754,910.0,45.40737256468317,14.0,721900
220,1197.0,4,37.0,21.01,80.852,890.0,50.409037435448745,14.0,758200
221,1197.0,4,37.0,19.56,80.852,935.0,43.40670658902641,14.0,829900
222,1197.0,4,37.0,19.56,80.852,935.0,50.409037435448745,14.0,890200
223,1197.0,4,37.0,19.56,80.852,935.0,43.40670658902641,14.0,697900
224,1248.0,4,45.0,20.5,91.698,1245.0,30.26833918675832,10.5,796132
225,1248.0,4,45.0,20.5,91.698,1240.0,18.764509939064485,6.5,711801
226,1248.0,4,45.0,20.5,91.698,1255.0,40.27166898689775,11.0,876341
227,1199.0,4,40.0,18.2,88.74,1042.0,43.413408373465536,12.0,745000
228,1199.0,4,40.0,19.0,88.74,1066.0,43.413408373465536,12.0,909000
229,1199.0,4,40.0,18.2,88.74,1044.0,47.41474028570687,12.0,789000
230,1199.0,4,40.0,19.0,88.74,1064.0,43.413408373465536,12.0,865000
231,1498.0,4,40.0,27.3,98.6,1139.0,35.41074454898287,9.5,816500
232,1498.0,4,40.0,27.3,98.6,1146.0,43.413408373465536,12.0,896500
233,1498.0,4,40.0,27.3,98.6,1155.0,43.413408373465536,12.0,940500
234,1199.0,4,40.0,18.2,89.0,1066.0,43.413408373465536,12.0,928000
235,1956.0,4,60.0,16.3,170.578,1654.0,54.63868085560767,15.0,2680000
236,1956.0,4,60.0,16.3,170.578,1654.0,54.5445232158835,15.0,2760000
237,2999.0,4,76.0,13.8,174.522,990.467868338558,51.93815065144733,14.0,2734834
238,2999.0,4,76.0,13.8,174.522,990.467868338558,51.93815063191124,14.0,2931534
239,2157.0,4,70.0,12.35,178.0,990.467868338558,49.60667612907029,14.0,2770150
240,2157.0,4,70.0,12.05,178.0,990.467868338558,68.48858547998849,15.0,3070150
241,1968.0,4,71.0,17.06,139.026,1720.0,59.99931925474274,12.5,2814500
242,1968.0,4,71.0,17.06,139.026,1720.0,63.00031818892375,14.0,3153500
243,1997.0,4,57.0,14.4,151.844,990.467868338558,58.82252300891252,15.0,2827001
244,1597.0,4,57.0,19.5,118.32,990.467868338558,61.4646540967249,15.0,3067001
245,1597.0,4,57.0,18.3,118.32,1725.0,58.46365517719597,14.0,3277001
246,1798.0,4,66.0,13.7,177.48,1540.0,71.53413326199075,15.0,2899599
247,1968.0,4,66.0,18.19,174.522,1565.0,69.53346728633399,15.0,3149599
248,1968.0,4,50.0,20.38,140.998,1340.0,47.6007912714374,14.0,3021200
249,1968.0,4,50.0,20.38,140.998,1340.0,50.6017902056184,14.0,3221200
250,1395.0,4,50.0,19.2,147.9,1340.0,47.6007912714374,14.0,2920750
251,1395.0,4,50.0,19.2,147.9,1340.0,47.6007912714374,14.0,3120750
252,1595.0,4,50.0,14.81,120.292,1425.0,54.22287224907083,15.0,2988311
253,2143.0,4,50.0,15.0,134.096,1577.0,59.2245371393725,15.0,3089851
254,1595.0,4,50.0,14.81,120.292,1425.0,54.22287224907083,15.0,3198662
255,2143.0,4,50.0,15.0,134.096,1577.0,59.2245371393725,15.0,3303282
256,1991.0,4,56.0,15.04,180.438,1510.0,58.18461468287441,15.0,3599000
257,2143.0,4,56.0,17.9,134.096,1570.0,58.18461468287441,15.0,3172000
258,2143.0,4,56.0,17.9,134.096,1570.0,58.18461468287441,15.0,3699000
259,1968.0,4,66.0,18.19,174.522,1565.0,63.53146941797199,15.0,3299599
260,1968.0,4,66.0,18.19,148.0,1565.0,63.53146941797199,15.0,3678599
261,1968.0,4,66.0,18.19,174.522,1565.0,63.53146941797199,15.0,3299599
262,2000.0,4,60.0,10.0,246.5,1580.0,21.605798809584087,7.0,3407407
263,1968.0,4,64.0,15.73,148.0,1585.0,51.6869692848679,14.0,3677200
264,1968.0,4,64.0,15.73,174.522,1685.0,52.187135754361975,14.0,3992200
265,1968.0,4,64.0,15.73,174.522,1585.0,54.187801730018734,14.0,4361000
266,1395.0,4,64.0,16.9,147.9,1585.0,57.18880066419973,14.0,3496750
267,1496.0,3,44.0,21.15,114.376,1295.0,40.27715692695976,11.0,3600000
268,1998.0,4,44.0,14.59,189.312,1370.0,48.967867510947805,15.0,3830000
269,1969.0,5,49.30086207,19.90211704,190.0,990.467868338558,55.06491310735675,14.0,3990000
270,1969.0,5,49.30086207,19.90211704,190.0,990.467868338558,55.06491310735675,14.0,4390000
271,1969.0,5,54.0,19.90211704,187.34,990.467868338558,55.14722208467798,15.0,3990000
272,1998.0,4,49.30086207,13.8,189.312,1960.0,50.975842225789776,14.0,4120000
273,1395.0,4,54.0,19.90211704,147.9,1450.0,73.73873544658636,15.0,4149000
274,1395.0,4,54.0,19.90211704,147.9,1450.0,74.23890194294256,15.0,4507000
275,1998.0,4,44.0,16.47,231.0,1330.0,51.06673086267293,15.0,4350000
276,1997.0,4,61.0,11.0,246.5,1639.0,62.68929831409349,15.0,4498000
277,1999.0,4,56.0,11.0,177.48,1611.0,62.50142369546053,15.0,4498000
278,1999.0,4,56.0,11.0,177.48,1611.0,68.00325510165449,15.0,4633000
279,1997.0,4,61.0,11.0,246.5,1639.0,68.19112972028745,15.0,4633000
280,1999.0,4,74.0,13.12,243.542,1730.0,67.8980101011903,15.0,5436329
281,1999.0,4,82.0,13.12,243.542,1871.0,65.84068136295244,15.0,6073446
282,1999.0,4,83.0,19.33,177.48,1871.0,47.83468775786645,15.0,6138811
283,1999.0,4,66.0,19.33,177.48,1729.0,62.89634570905901,15.0,5506622
284,1999.0,4,66.0,19.33,177.48,1687.0,65.89734464324002,15.0,4977080
285,1395.0,4,50.0,19.2,148.0,1430.0,54.20654751998696,14.0,5038000
286,1984.0,4,73.0,14.11,241.57,1780.0,68.40926822425251,15.0,5442200
287,1984.0,4,73.0,14.11,241.57,1780.0,68.40926822425251,15.0,5942200
288,1995.0,4,67.0,18.56,187.34,1785.0,53.38767025306021,15.0,5930000
289,1998.0,4,67.0,18.56,248.0,1785.0,53.38767025306021,15.0,5880000
290,1995.0,4,67.0,18.56,187.34,1785.0,53.38767025306021,15.0,5600000
291,1999.0,4,70.0,19.90211704,176.494,2087.0,58.03407313816035,15.0,5706000
292,1999.0,4,70.0,19.90211704,176.494,2087.0,58.03407313816035,15.0,6089000
293,1969.0,4,49.30086207,19.90211704,187.34,990.467868338558,78.5799312035904,14.0,5890000
294,2995.0,6,58.0,13.57,328.338,1790.0,69.06058812290368,15.0,7243000
295,2993.0,6,49.30086207,13.38,265.0,990.467868338558,71.74259248426262,15.0,7330000
296,2993.0,6,49.30086207,13.38,265.0,990.467868338558,68.74159355008162,15.0,8290000
297,2998.0,6,49.30086207,11.24,340.0,990.467868338558,68.74159355008162,15.0,8290000
298,4951.0,8,60.9,13.0,395.386,990.467868338558,61.976892083281584,15.0,7462000
299,2987.0,6,93.5,12.8,236.64,2432.0,61.85605068589788,15.0,7882867
300,2987.0,6,93.5,12.8,236.64,2455.0,61.85605068589788,15.0,8931819
301,6417.0,8,93.5,12.8,468.0,2458.0,63.36149370047493,15.0,11400000
302,3604.0,6,93.5,8.61,281.996,2455.0,61.85605068589788,15.0,7515000
303,2996.0,6,80.0,10.0,329.324,1640.0,59.639518889794914,13.5,7711338
304,2979.0,6,52.0,9.9,410.0,1625.0,61.01259461936979,13.5,8180000
305,1988.0,4,54.0,7.4,295.8,1440.0,57.474424817866336,14.0,8995000
306,1988.0,4,54.0,7.4,295.8,1440.0,58.47475778860063,15.0,8595000
307,2987.0,6,100.0,11.6,254.388,2535.0,59.59832269975843,12.5,8820000
308,5461.0,8,80.0,12.0,549.202,2580.0,59.29089542694655,12.5,19199181
309,2996.0,8,80.0,12.0,328.338,2580.0,63.29222733918788,13.5,8776900
310,2996.0,8,80.0,12.0,328.338,2580.0,63.29222733918788,13.5,8690000
311,2987.0,6,100.0,11.6,254.388,2535.0,59.59832269975843,13.5,8690000
312,2982.0,4,87.0,11.13,170.578,990.467868338558,69.45521300302138,14.0,9630000
313,3456.0,6,65.0,18.0,258.332,2195.0,68.08362562329715,15.0,9900000
314,2894.0,8,58.0,10.8,443.7,1770.0,71.48899323750513,15.0,11141200
315,2993.0,6,78.0,17.66,261.29,990.467868338558,78.26843390964676,15.0,12290000
316,2993.0,6,78.0,17.66,261.29,990.467868338558,78.26843390964676,15.0,13200000
317,2993.0,6,78.0,17.66,261.29,990.467868338558,78.26843390964676,15.0,13510000
318,2998.0,6,78.0,11.86,335.24,990.467868338558,78.26843390964676,15.0,13510000
319,2998.0,6,46.0,19.90211704,281.996,990.467868338558,78.22667879093032,15.0,16500000
320,6592.0,12,78.0,7.96,600.474,990.467868338558,78.22667879093032,15.0,24250000
321,2995.0,4,85.0,19.90211704,335.24,2115.0,78.91945690043059,15.0,13359500
322,2987.0,6,90.0,13.5,254.388,2132.0,71.86242633775885,15.0,13558438
323,2996.0,6,70.0,7.8,328.338,2113.0,75.32409686187594,15.0,13976653
324,3982.0,8,80.0,14.0,443.7,2080.0,74.41882919989837,13.5,25500000
325,2987.0,6,80.0,7.9,271.15,990.467868338558,76.39118443188644,15.0,14512054
326,2979.0,6,80.0,7.9,345.1,990.467868338558,76.39118443188644,15.0,14863774
327,2979.0,6,80.0,7.9,423.98,990.467868338558,76.39118443188644,15.0,15383399
328,3982.0,8,96.0,19.90211704,585.0,2560.0,57.61483298476137,15.0,21875136
329,2925.0,6,100.0,19.90211704,284.954,2453.0,57.4718897835569,15.0,15000000
330,2995.0,8,82.0,19.90211704,335.24,2030.0,78.14802023425774,15.0,15600000
331,4691.0,8,86.0,10.0,453.56,1880.0,45.64203509375592,15.0,17229579
332,2987.0,6,70.0,7.9,271.15,1925.0,58.19207810108047,15.0,17900000
